Latitude (decimal degrees):	59.794
Longitude (decimal degrees):	7.568
Elevation (m):	914
Radiation database:	PVGIS-SARAH3


Slope: 46 deg. (optimum)
Azimuth: - deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20210106:0911,430.22,435.79,2.6,-21.64,2.21,0.0
20210106:1011,102.65,117.31,5.92,-21.35,2.28,0.0
20210106:1111,259.31,270.58,7.56,-20.61,2.14,0.0
20210106:1211,637.93,665.67,7.37,-19.45,2.0,0.0
20210106:1311,562.18,583.85,5.38,-18.8,1.93,0.0
20210106:1411,0.0,3.2,1.74,-18.62,1.86,0.0
20210106:1511,0.0,0.0,0.0,-18.83,1.93,0.0
20210106:1611,0.0,0.0,0.0,-19.06,2.0,0.0
20210106:1711,0.0,0.0,0.0,-18.74,1.93,0.0
20210106:1811,0.0,0.0,0.0,-18.35,1.86,0.0
20210106:1911,0.0,0.0,0.0,-19.05,1.93,0.0
20210106:2011,0.0,0.0,0.0,-19.28,2.0,0.0
20210106:2111,0.0,0.0,0.0,-19.25,1.93,0.0
20210106:2211,0.0,0.0,0.0,-18.69,1.72,0.0
20210106:2311,0.0,0.0,0.0,-18.21,1.59,0.0
20210107:0011,0.0,0.0,0.0,-18.41,1.66,0.0
20210107:0111,0.0,0.0,0.0,-18.82,1.72,0.0
20210107:0211,0.0,0.0,0.0,-18.74,1.72,0.0
20210107:0311,0.0,0.0,0.0,-18.89,1.72,0.0
20210107:0411,0.0,0.0,0.0,-19.38,1.79,0.0
20210107:0511,0.0,0.0,0.0,-19.87,1.86,0.0
20210107:0611,0.0,0.0,0.0,-19.72,1.79,0.0
20210107:0711,0.0,0.0,0.0,-20.32,1.86,0.0
20210107:0811,0.0,0.0,0.0,-20.07,1.79,0.0
20210107:0911,0.0,3.24,2.69,-19.83,1.72,0.0
20210107:1011,233.02,245.96,6.03,-19.42,1.66,0.0
20210107:1111,5.56,14.91,7.67,-19.22,1.66,0.0
20210107:1211,3.23,11.37,7.5,-18.99,1.66,0.0
20210107:1311,0.0,5.09,5.52,-18.44,1.59,0.0
20210107:1411,0.0,0.8,1.89,-18.53,1.66,0.0
20210107:1511,0.0,0.0,0.0,-19.01,1.72,0.0
20210107:1611,0.0,0.0,0.0,-19.02,1.72,0.0
20210107:1711,0.0,0.0,0.0,-18.81,1.66,0.0
20210107:1811,0.0,0.0,0.0,-18.57,1.66,0.0
20210107:1911,0.0,0.0,0.0,-18.66,1.59,0.0
20210107:2011,0.0,0.0,0.0,-18.57,1.59,0.0
20210107:2111,0.0,0.0,0.0,-18.58,1.59,0.0
20210107:2211,0.0,0.0,0.0,-18.73,1.66,0.0
20210107:2311,0.0,0.0,0.0,-18.71,1.59,0.0
20210108:0011,0.0,0.0,0.0,-18.44,1.59,0.0
20210108:0111,0.0,0.0,0.0,-18.57,1.59,0.0
20210108:0211,0.0,0.0,0.0,-18.95,1.66,0.0
20210108:0311,0.0,0.0,0.0,-19.11,1.72,0.0
20210108:0411,0.0,0.0,0.0,-19.36,1.79,0.0
20210108:0511,0.0,0.0,0.0,-19.51,1.79,0.0
20210108:0611,0.0,0.0,0.0,-19.83,1.86,0.0
20210108:0711,0.0,0.0,0.0,-20.74,1.86,0.0
20210108:0811,0.0,0.0,0.0,-21.0,1.93,0.0
20210108:0911,0.0,2.43,2.78,-21.16,2.0,0.0
20210108:1011,4.77,13.67,6.14,-20.8,1.93,0.0
20210108:1111,1.71,8.77,7.8,-19.97,1.79,0.0
20210108:1211,1.7,8.75,7.64,-19.64,1.79,0.0
20210108:1311,0.29,5.94,5.67,-19.38,1.79,0.0
20210108:1411,0.0,1.6,2.04,-19.46,1.79,0.0
20210108:1511,0.0,0.0,0.0,-19.56,1.79,0.0
20210108:1611,0.0,0.0,0.0,-19.75,1.86,0.0
20210108:1711,0.0,0.0,0.0,-19.53,1.79,0.0
20210108:1811,0.0,0.0,0.0,-19.51,1.79,0.0
20210108:1911,0.0,0.0,0.0,-20.56,2.07,0.0
20210108:2011,0.0,0.0,0.0,-20.13,1.93,0.0
20210108:2111,0.0,0.0,0.0,-19.98,1.93,0.0
20210108:2211,0.0,0.0,0.0,-19.86,2.0,0.0
20210108:2311,0.0,0.0,0.0,-19.5,1.93,0.0
20210109:0011,0.0,0.0,0.0,-19.76,1.93,0.0
20210109:0111,0.0,0.0,0.0,-19.68,2.0,0.0
20210109:0211,0.0,0.0,0.0,-19.76,2.0,0.0
20210109:0311,0.0,0.0,0.0,-19.79,2.0,0.0
20210109:0411,0.0,0.0,0.0,-20.19,2.0,0.0
20210109:0511,0.0,0.0,0.0,-20.32,2.0,0.0
20210109:0611,0.0,0.0,0.0,-20.15,1.93,0.0
20210109:0711,0.0,0.0,0.0,-20.4,1.93,0.0
20210109:0811,0.0,0.0,0.0,-20.52,2.0,0.0
20210109:0911,0.0,2.43,2.89,-20.14,2.0,0.0
20210109:1011,0.3,5.98,6.26,-18.59,1.72,0.0
20210109:1111,1.68,8.77,7.93,-17.83,1.66,0.0
20210109:1211,2.67,10.5,7.78,-17.68,1.86,0.0
20210109:1311,0.28,5.94,5.82,-16.94,1.93,0.0
20210109:1411,0.0,1.6,2.2,-15.19,1.66,0.0
20210109:1511,0.0,0.0,0.0,-13.5,1.38,0.0
20210109:1611,0.0,0.0,0.0,-13.3,1.38,0.0
20210109:1711,0.0,0.0,0.0,-12.56,1.31,0.0
20210109:1811,0.0,0.0,0.0,-11.76,1.52,0.0
20210109:1911,0.0,0.0,0.0,-12.39,2.07,0.0
20210109:2011,0.0,0.0,0.0,-12.43,2.48,0.0
20210109:2111,0.0,0.0,0.0,-11.81,3.03,0.0
20210109:2211,0.0,0.0,0.0,-10.58,3.24,0.0
20210109:2311,0.0,0.0,0.0,-9.53,2.62,0.0
20210110:0011,0.0,0.0,0.0,-8.68,2.34,0.0
20210110:0111,0.0,0.0,0.0,-9.68,2.62,0.0
20210110:0211,0.0,0.0,0.0,-11.21,2.69,0.0
20210110:0311,0.0,0.0,0.0,-11.05,2.41,0.0
20210110:0411,0.0,0.0,0.0,-10.56,2.21,0.0
20210110:0511,0.0,0.0,0.0,-10.81,2.07,0.0
20210110:0611,0.0,0.0,0.0,-11.36,2.0,0.0
20210110:0711,0.0,0.0,0.0,-13.9,1.86,0.0
20210110:0811,0.0,0.0,0.0,-14.25,1.79,0.0
20210110:0911,0.0,2.43,3.0,-14.57,1.72,0.0
20210110:1011,0.66,6.83,6.38,-14.8,1.66,0.0
20210110:1111,1.63,8.77,8.07,-14.29,1.52,0.0
20210110:1211,2.09,9.62,7.94,-13.21,1.38,0.0
20210110:1311,0.25,5.94,5.98,-12.17,1.17,0.0
20210110:1411,0.0,1.6,2.37,-11.47,0.83,0.0
20210110:1511,0.0,0.0,0.0,-11.04,0.55,0.0
20210110:1611,0.0,0.0,0.0,-10.65,0.28,0.0
20210110:1711,0.0,0.0,0.0,-10.39,0.21,0.0
20210110:1811,0.0,0.0,0.0,-10.21,0.41,0.0
20210110:1911,0.0,0.0,0.0,-8.38,1.17,0.0
20210110:2011,0.0,0.0,0.0,-8.24,1.17,0.0
20210110:2111,0.0,0.0,0.0,-8.16,1.17,0.0
20210110:2211,0.0,0.0,0.0,-8.4,1.17,0.0
20210110:2311,0.0,0.0,0.0,-8.15,1.1,0.0
20210111:0011,0.0,0.0,0.0,-8.13,1.1,0.0
20210111:0111,0.0,0.0,0.0,-8.08,1.03,0.0
20210111:0211,0.0,0.0,0.0,-8.48,0.69,0.0
20210111:0311,0.0,0.0,0.0,-9.13,0.55,0.0
20210111:0411,0.0,0.0,0.0,-9.6,0.41,0.0
20210111:0511,0.0,0.0,0.0,-9.83,0.34,0.0
20210111:0611,0.0,0.0,0.0,-10.1,0.34,0.0
20210111:0711,0.0,0.0,0.0,-7.87,0.41,0.0
20210111:0811,0.0,0.0,0.0,-7.97,0.34,0.0
20210111:0911,362.13,396.54,3.12,-8.05,0.14,0.0
20210111:1011,0.6,6.83,6.52,-8.12,0.41,0.0
20210111:1111,2.5,10.52,8.22,-7.93,0.69,0.0
20210111:1211,8.14,19.25,8.09,-7.92,0.62,0.0
20210111:1311,72.73,92.66,6.15,-7.77,0.83,0.0
20210111:1411,0.0,4.01,2.54,-7.72,1.03,0.0
20210111:1511,0.0,0.0,0.0,-8.51,1.31,0.0
20210111:1611,0.0,0.0,0.0,-9.4,1.38,0.0
20210111:1711,0.0,0.0,0.0,-12.31,1.93,0.0
20210111:1811,0.0,0.0,0.0,-13.2,2.14,0.0
20210111:1911,0.0,0.0,0.0,-12.99,1.79,0.0
20210111:2011,0.0,0.0,0.0,-13.55,2.07,0.0
20210111:2111,0.0,0.0,0.0,-13.54,2.48,0.0
20210111:2211,0.0,0.0,0.0,-13.7,2.41,0.0
20210111:2311,0.0,0.0,0.0,-14.04,2.34,0.0
20210112:0011,0.0,0.0,0.0,-14.59,2.34,0.0
20210112:0111,0.0,0.0,0.0,-15.05,2.34,0.0
20210112:0211,0.0,0.0,0.0,-15.4,2.41,0.0
20210112:0311,0.0,0.0,0.0,-15.65,2.41,0.0
20210112:0411,0.0,0.0,0.0,-15.98,2.55,0.0
20210112:0511,0.0,0.0,0.0,-15.48,2.76,0.0
20210112:0611,0.0,0.0,0.0,-15.23,2.9,0.0
20210112:0711,0.0,0.0,0.0,-15.23,2.9,0.0
20210112:0811,0.0,0.0,0.0,-14.68,2.97,0.0
20210112:0911,0.0,2.43,3.24,-13.83,3.03,0.0
20210112:1011,0.64,6.83,6.66,-12.28,3.52,0.0
20210112:1111,268.83,290.23,8.37,-10.53,4.07,0.0
20210112:1211,3.57,12.25,8.26,-9.89,4.14,0.0
20210112:1311,0.6,6.79,6.33,-9.88,3.93,0.0
20210112:1411,0.0,1.61,2.72,-10.29,3.72,0.0
20210112:1511,0.0,0.0,0.0,-10.55,3.52,0.0
20210112:1611,0.0,0.0,0.0,-10.77,3.45,0.0
20210112:1711,0.0,0.0,0.0,-11.04,3.52,0.0
20210112:1811,0.0,0.0,0.0,-10.75,3.86,0.0
20210112:1911,0.0,0.0,0.0,-9.05,4.9,0.0
20210112:2011,0.0,0.0,0.0,-8.57,4.21,0.0
20210112:2111,0.0,0.0,0.0,-8.18,3.79,0.0
20210112:2211,0.0,0.0,0.0,-7.89,3.38,0.0
20210112:2311,0.0,0.0,0.0,-7.56,2.83,0.0
20210113:0011,0.0,0.0,0.0,-7.61,2.14,0.0
20210113:0111,0.0,0.0,0.0,-7.98,1.66,0.0
20210113:0211,0.0,0.0,0.0,-9.26,2.14,0.0
20210113:0311,0.0,0.0,0.0,-9.86,3.52,0.0
20210113:0411,0.0,0.0,0.0,-10.14,3.86,0.0
20210113:0511,0.0,0.0,0.0,-11.53,4.07,0.0
20210113:0611,0.0,0.0,0.0,-12.94,4.21,0.0
20210113:0711,0.0,0.0,0.0,-12.45,4.28,0.0
20210113:0811,0.0,0.0,0.0,-12.22,4.48,0.0
20210113:0911,79.84,97.27,3.38,-11.92,4.55,0.0
20210113:1011,16.46,29.87,6.8,-11.6,4.34,0.0
20210113:1111,14.98,28.05,8.53,-11.35,3.86,0.0
20210113:1211,2.06,9.63,8.43,-11.38,3.45,0.0
20210113:1311,0.62,6.8,6.51,-11.78,3.24,0.0
20210113:1411,0.0,2.41,2.91,-12.14,2.9,0.0
20210113:1511,0.0,0.0,0.0,-12.82,2.83,0.0
20210113:1611,0.0,0.0,0.0,-13.41,2.62,0.0
20210113:1711,0.0,0.0,0.0,-14.13,2.41,0.0
20210113:1811,0.0,0.0,0.0,-14.66,2.21,0.0
20210113:1911,0.0,0.0,0.0,-14.12,2.21,0.0
20210113:2011,0.0,0.0,0.0,-14.73,2.21,0.0
20210113:2111,0.0,0.0,0.0,-14.79,2.21,0.0
20210113:2211,0.0,0.0,0.0,-14.51,2.14,0.0
20210113:2311,0.0,0.0,0.0,-14.07,2.0,0.0
20210114:0011,0.0,0.0,0.0,-14.3,1.93,0.0
20210114:0111,0.0,0.0,0.0,-14.85,2.0,0.0
20210114:0211,0.0,0.0,0.0,-15.41,2.07,0.0
20210114:0311,0.0,0.0,0.0,-15.49,2.0,0.0
20210114:0411,0.0,0.0,0.0,-15.33,1.86,0.0
20210114:0511,0.0,0.0,0.0,-15.37,1.72,0.0
20210114:0611,0.0,0.0,0.0,-15.68,1.72,0.0
20210114:0711,0.0,0.0,0.0,-16.33,1.86,0.0
20210114:0811,0.0,0.0,0.0,-17.04,1.86,0.0
20210114:0911,0.52,6.47,3.52,-17.67,1.86,0.0
20210114:1011,158.46,174.23,6.96,-17.64,1.79,0.0
20210114:1111,629.18,665.36,8.7,-16.96,1.79,0.0
20210114:1211,620.04,657.68,8.61,-16.25,1.72,0.0
20210114:1311,568.49,600.4,6.69,-15.89,1.72,0.0
20210114:1411,383.46,399.33,3.1,-16.07,1.79,0.0
20210114:1511,0.0,0.0,0.0,-16.4,1.86,0.0
20210114:1611,0.0,0.0,0.0,-16.72,1.93,0.0
20210114:1711,0.0,0.0,0.0,-17.34,2.0,0.0
20210114:1811,0.0,0.0,0.0,-17.73,2.07,0.0
20210114:1911,0.0,0.0,0.0,-20.46,2.14,0.0
20210114:2011,0.0,0.0,0.0,-20.17,2.21,0.0
20210114:2111,0.0,0.0,0.0,-20.06,2.21,0.0
20210114:2211,0.0,0.0,0.0,-20.1,2.21,0.0
20210114:2311,0.0,0.0,0.0,-20.11,2.21,0.0
20210115:0011,0.0,0.0,0.0,-19.77,2.28,0.0
20210115:0111,0.0,0.0,0.0,-19.59,2.28,0.0
20210115:0211,0.0,0.0,0.0,-19.7,2.28,0.0
20210115:0311,0.0,0.0,0.0,-19.79,2.21,0.0
20210115:0411,0.0,0.0,0.0,-19.94,2.21,0.0
20210115:0511,0.0,0.0,0.0,-19.73,2.21,0.0
20210115:0611,0.0,0.0,0.0,-19.59,2.28,0.0
20210115:0711,0.0,0.0,0.0,-20.55,2.34,0.0
20210115:0811,0.0,0.0,0.0,-20.46,2.34,0.0
20210115:0911,1.8,8.9,3.66,-20.38,2.28,0.0
20210115:1011,7.09,17.06,7.12,-19.61,2.21,0.0
20210115:1111,415.21,429.29,8.88,-19.11,2.07,0.0
20210115:1211,641.39,671.73,8.8,-18.61,2.07,0.0
20210115:1311,589.63,615.14,6.89,-18.16,2.07,0.0
20210115:1411,399.74,411.81,3.29,-18.14,2.07,0.0
20210115:1511,0.0,0.0,0.0,-18.25,2.07,0.0
20210115:1611,0.0,0.0,0.0,-18.44,2.07,0.0
20210115:1711,0.0,0.0,0.0,-18.71,2.07,0.0
20210115:1811,0.0,0.0,0.0,-18.93,2.07,0.0
20210115:1911,0.0,0.0,0.0,-21.83,2.21,0.0
20210115:2011,0.0,0.0,0.0,-21.34,2.14,0.0
20210115:2111,0.0,0.0,0.0,-21.31,2.14,0.0
20210115:2211,0.0,0.0,0.0,-21.43,2.21,0.0
20210115:2311,0.0,0.0,0.0,-21.04,2.14,0.0
20210116:0011,0.0,0.0,0.0,-20.34,2.14,0.0
20210116:0111,0.0,0.0,0.0,-20.57,2.07,0.0
20210116:0211,0.0,0.0,0.0,-20.33,2.0,0.0
20210116:0311,0.0,0.0,0.0,-20.03,2.0,0.0
20210116:0411,0.0,0.0,0.0,-19.75,1.93,0.0
20210116:0511,0.0,0.0,0.0,-19.73,1.86,0.0
20210116:0611,0.0,0.0,0.0,-19.5,1.86,0.0
20210116:0711,0.0,0.0,0.0,-19.4,1.59,0.0
20210116:0811,0.0,0.0,0.0,-18.63,1.45,0.0
20210116:0911,0.0,3.23,3.82,-17.83,1.24,0.0
20210116:1011,1.1,7.68,7.29,-17.48,1.03,0.0
20210116:1111,3.74,12.27,9.06,-16.63,0.9,0.0
20210116:1211,4.84,14.01,8.99,-15.91,0.97,0.0
20210116:1311,444.58,470.35,7.09,-15.71,0.9,0.0
20210116:1411,0.0,4.83,3.5,-15.68,0.83,0.0
20210116:1511,0.0,0.0,0.0,-15.31,0.9,0.0
20210116:1611,0.0,0.0,0.0,-15.41,0.9,0.0
20210116:1711,0.0,0.0,0.0,-15.56,0.9,0.0
20210116:1811,0.0,0.0,0.0,-15.47,0.9,0.0
20210116:1911,0.0,0.0,0.0,-14.73,0.97,0.0
20210116:2011,0.0,0.0,0.0,-15.0,0.9,0.0
20210116:2111,0.0,0.0,0.0,-15.01,0.76,0.0
20210116:2211,0.0,0.0,0.0,-15.08,0.9,0.0
20210116:2311,0.0,0.0,0.0,-15.43,0.9,0.0
20210117:0011,0.0,0.0,0.0,-15.07,0.83,0.0
20210117:0111,0.0,0.0,0.0,-14.67,0.69,0.0
20210117:0211,0.0,0.0,0.0,-14.36,0.76,0.0
20210117:0311,0.0,0.0,0.0,-13.93,0.83,0.0
20210117:0411,0.0,0.0,0.0,-13.6,0.83,0.0
20210117:0511,0.0,0.0,0.0,-13.42,0.83,0.0
20210117:0611,0.0,0.0,0.0,-13.3,0.83,0.0
20210117:0711,0.0,0.0,0.0,-13.36,1.03,0.0
20210117:0811,0.0,0.0,0.0,-13.06,0.97,0.0
20210117:0911,0.0,3.23,3.98,-12.86,0.97,0.0
20210117:1011,16.5,29.85,7.46,-12.58,0.9,0.0
20210117:1111,98.14,117.95,9.25,-12.16,0.76,0.0
20210117:1211,8.97,20.14,9.19,-11.87,0.55,0.0
20210117:1311,2.89,11.06,7.29,-11.6,0.41,0.0
20210117:1411,0.0,3.22,3.71,-11.27,0.34,0.0
20210117:1511,0.0,0.0,0.0,-11.12,0.28,0.0
20210117:1611,0.0,0.0,0.0,-10.97,0.07,0.0
20210117:1711,0.0,0.0,0.0,-10.85,0.41,0.0
20210117:1811,0.0,0.0,0.0,-10.88,0.62,0.0
20210117:1911,0.0,0.0,0.0,-10.27,0.28,0.0
20210117:2011,0.0,0.0,0.0,-10.09,0.62,0.0
20210117:2111,0.0,0.0,0.0,-9.92,0.9,0.0
20210117:2211,0.0,0.0,0.0,-9.72,0.97,0.0
20210117:2311,0.0,0.0,0.0,-9.53,0.9,0.0
20210118:0011,0.0,0.0,0.0,-9.38,0.83,0.0
20210118:0111,0.0,0.0,0.0,-9.49,0.76,0.0
20210118:0211,0.0,0.0,0.0,-9.28,0.62,0.0
20210118:0311,0.0,0.0,0.0,-9.19,0.55,0.0
20210118:0411,0.0,0.0,0.0,-9.1,0.55,0.0
20210118:0511,0.0,0.0,0.0,-9.0,0.55,0.0
20210118:0611,0.0,0.0,0.0,-8.83,0.76,0.0
20210118:0711,0.0,0.0,0.0,-9.11,0.69,0.0
20210118:0811,0.0,0.0,0.0,-9.65,1.17,0.0
20210118:0911,0.0,3.23,4.14,-9.44,1.31,0.0
20210118:1011,1.45,8.53,7.65,-9.61,1.59,0.0
20210118:1111,2.52,10.51,9.44,-9.03,1.45,0.0
20210118:1211,4.63,14.01,9.39,-8.73,1.45,0.0
20210118:1311,28.29,44.37,7.5,-8.22,1.31,0.0
20210118:1411,0.79,7.25,3.92,-7.22,0.97,0.0
20210118:1511,0.0,0.0,0.0,-6.92,0.62,0.0
20210118:1611,0.0,0.0,0.0,-6.89,0.41,0.0
20210118:1711,0.0,0.0,0.0,-6.99,0.34,0.0
20210118:1811,0.0,0.0,0.0,-6.92,0.28,0.0
20210118:1911,0.0,0.0,0.0,-6.89,0.07,0.0
20210118:2011,0.0,0.0,0.0,-7.41,0.14,0.0
20210118:2111,0.0,0.0,0.0,-7.25,0.34,0.0
20210118:2211,0.0,0.0,0.0,-7.61,0.69,0.0
20210118:2311,0.0,0.0,0.0,-8.02,0.62,0.0
20210119:0011,0.0,0.0,0.0,-7.92,0.62,0.0
20210119:0111,0.0,0.0,0.0,-7.85,0.62,0.0
20210119:0211,0.0,0.0,0.0,-8.01,0.76,0.0
20210119:0311,0.0,0.0,0.0,-8.07,0.69,0.0
20210119:0411,0.0,0.0,0.0,-8.0,0.9,0.0
20210119:0511,0.0,0.0,0.0,-8.1,1.03,0.0
20210119:0611,0.0,0.0,0.0,-8.09,1.03,0.0
20210119:0711,0.0,0.0,0.0,-8.26,1.24,0.0
20210119:0811,0.0,0.0,0.0,-8.26,1.17,0.0
20210119:0911,0.0,3.23,4.32,-8.38,1.24,0.0
20210119:1011,1.43,8.52,7.83,-8.21,1.17,0.0
20210119:1111,3.0,11.39,9.64,-7.73,1.1,0.0
20210119:1211,2.99,11.38,9.61,-7.37,1.03,0.0
20210119:1311,2.8,11.06,7.72,-7.25,1.1,0.0
20210119:1411,0.0,3.22,4.14,-6.84,0.9,0.0
20210119:1511,0.0,0.0,0.0,-7.02,0.9,0.0
20210119:1611,0.0,0.0,0.0,-7.26,1.03,0.0
20210119:1711,0.0,0.0,0.0,-7.49,1.03,0.0
20210119:1811,0.0,0.0,0.0,-7.51,1.03,0.0
20210119:1911,0.0,0.0,0.0,-6.86,1.03,0.0
20210119:2011,0.0,0.0,0.0,-7.54,1.24,0.0
20210119:2111,0.0,0.0,0.0,-7.27,1.17,0.0
20210119:2211,0.0,0.0,0.0,-7.55,1.24,0.0
20210119:2311,0.0,0.0,0.0,-7.44,1.17,0.0
20210120:0011,0.0,0.0,0.0,-7.79,1.31,0.0
20210120:0111,0.0,0.0,0.0,-8.02,1.52,0.0
20210120:0211,0.0,0.0,0.0,-7.97,1.59,0.0
20210120:0311,0.0,0.0,0.0,-7.99,1.72,0.0
20210120:0411,0.0,0.0,0.0,-7.65,1.93,0.0
20210120:0511,0.0,0.0,0.0,-7.39,2.14,0.0
20210120:0611,0.0,0.0,0.0,-7.17,2.28,0.0
20210120:0711,0.0,0.0,0.0,-6.01,3.1,0.0
20210120:0811,0.0,0.0,0.0,-5.77,3.31,0.0
20210120:0911,0.0,4.04,4.5,-5.68,3.52,0.0
20210120:1011,2.78,11.08,8.03,-5.66,3.66,0.0
20210120:1111,46.26,65.3,9.85,-5.75,3.45,0.0
20210120:1211,4.55,14.01,9.82,-5.8,3.24,0.0
20210120:1311,12.64,25.54,7.94,-5.87,2.34,0.0
20210120:1411,0.42,6.45,4.37,-5.85,2.76,0.0
20210120:1511,0.0,0.0,0.0,-5.84,2.41,0.0
20210120:1611,0.0,0.0,0.0,-5.85,2.34,0.0
20210120:1711,0.0,0.0,0.0,-5.79,2.0,0.0
20210120:1811,0.0,0.0,0.0,-5.76,1.72,0.0
20210120:1911,0.0,0.0,0.0,-5.56,1.45,0.0
20210120:2011,0.0,0.0,0.0,-5.66,1.31,0.0
20210120:2111,0.0,0.0,0.0,-5.75,1.45,0.0
20210120:2211,0.0,0.0,0.0,-5.7,1.59,0.0
20210120:2311,0.0,0.0,0.0,-5.6,1.72,0.0
20210121:0011,0.0,0.0,0.0,-5.39,1.86,0.0
20210121:0111,0.0,0.0,0.0,-5.23,1.86,0.0
20210121:0211,0.0,0.0,0.0,-5.09,1.79,0.0
20210121:0311,0.0,0.0,0.0,-4.95,1.79,0.0
20210121:0411,0.0,0.0,0.0,-4.83,1.86,0.0
20210121:0511,0.0,0.0,0.0,-4.71,1.86,0.0
20210121:0611,0.0,0.0,0.0,-4.6,1.86,0.0
20210121:0711,0.0,0.0,0.0,-3.88,2.14,0.0
20210121:0811,0.0,0.0,0.0,-3.63,2.28,0.0
20210121:0911,0.0,4.04,4.69,-3.26,2.69,0.0
20210121:1011,1.35,8.52,8.23,-2.48,3.45,0.0
20210121:1111,2.88,11.39,10.07,-1.91,4.28,0.0
20210121:1211,2.87,11.39,10.05,-1.65,4.69,0.0
20210121:1311,1.35,8.52,8.17,-2.04,5.17,0.0
20210121:1411,5.3,15.33,4.6,-2.47,4.34,0.0
20210121:1511,0.0,0.0,0.0,-3.22,4.28,0.0
20210121:1611,0.0,0.0,0.0,-3.47,4.48,0.0
20210121:1711,0.0,0.0,0.0,-3.62,4.69,0.0
20210121:1811,0.0,0.0,0.0,-3.58,4.55,0.0
20210121:1911,0.0,0.0,0.0,-3.73,6.07,0.0
20210121:2011,0.0,0.0,0.0,-3.6,5.24,0.0
20210121:2111,0.0,0.0,0.0,-3.24,5.1,0.0
20210121:2211,0.0,0.0,0.0,-2.64,5.38,0.0
20210121:2311,0.0,0.0,0.0,-2.23,5.38,0.0
20210122:0011,0.0,0.0,0.0,-1.81,5.24,0.0
20210122:0111,0.0,0.0,0.0,-1.68,5.38,0.0
20210122:0211,0.0,0.0,0.0,-1.71,5.52,0.0
20210122:0311,0.0,0.0,0.0,-1.84,5.38,0.0
20210122:0411,0.0,0.0,0.0,-2.04,5.24,0.0
20210122:0511,0.0,0.0,0.0,-2.25,5.03,0.0
20210122:0611,0.0,0.0,0.0,-2.38,4.83,0.0
20210122:0711,0.0,0.0,0.0,-2.47,3.93,0.0
20210122:0811,0.0,0.0,0.0,-2.76,3.79,0.0
20210122:0911,0.0,4.04,4.88,-2.74,3.17,0.0
20210122:1011,2.25,10.23,8.44,-2.69,2.28,0.0
20210122:1111,13.63,27.16,10.29,-2.66,2.28,0.0
20210122:1211,3.4,12.26,10.28,-2.74,1.72,0.0
20210122:1311,8.16,19.59,8.41,-3.09,1.79,0.0
20210122:1411,0.0,4.04,4.83,-3.21,1.52,0.0
20210122:1511,0.0,0.0,0.0,-3.44,1.31,0.0
20210122:1611,0.0,0.0,0.0,-3.72,1.17,0.0
20210122:1711,0.0,0.0,0.0,-3.93,1.1,0.0
20210122:1811,0.0,0.0,0.0,-4.18,1.1,0.0
20210122:1911,0.0,0.0,0.0,-5.07,1.72,0.0
20210122:2011,0.0,0.0,0.0,-5.45,1.72,0.0
20210122:2111,0.0,0.0,0.0,-4.86,1.79,0.0
20210122:2211,0.0,0.0,0.0,-3.72,2.9,0.0
20210122:2311,0.0,0.0,0.0,-3.05,4.28,0.0
20210123:0011,0.0,0.0,0.0,-3.22,4.28,0.0
20210123:0111,0.0,0.0,0.0,-3.69,4.0,0.0
20210123:0211,0.0,0.0,0.0,-3.71,4.21,0.0
20210123:0311,0.0,0.0,0.0,-3.88,4.55,0.0
20210123:0411,0.0,0.0,0.0,-3.98,4.55,0.0
20210123:0511,0.0,0.0,0.0,-4.18,4.48,0.0
20210123:0611,0.0,0.0,0.0,-4.44,4.07,0.0
20210123:0711,0.0,0.0,0.0,-4.28,3.52,0.0
20210123:0811,0.0,0.0,0.0,-4.34,3.31,0.0
20210123:0911,0.0,4.85,5.08,-4.42,2.9,0.0
20210123:1011,1.82,9.37,8.66,-4.79,2.48,0.0
20210123:1111,3.45,12.26,10.52,-4.72,2.69,0.0
20210123:1211,3.45,12.26,10.51,-4.85,2.76,0.0
20210123:1311,3.78,12.78,8.65,-5.14,2.69,0.0
20210123:1411,0.0,4.04,5.07,-5.71,2.0,0.0
20210123:1511,0.0,0.0,0.0,-6.55,1.52,0.0
20210123:1611,0.0,0.0,0.0,-6.15,1.03,0.0
20210123:1711,0.0,0.0,0.0,-6.94,0.83,0.0
20210123:1811,0.0,0.0,0.0,-7.53,0.69,0.0
20210123:1911,0.0,0.0,0.0,-6.16,0.62,0.0
20210123:2011,0.0,0.0,0.0,-6.7,0.55,0.0
20210123:2111,0.0,0.0,0.0,-7.05,0.55,0.0
20210123:2211,0.0,0.0,0.0,-7.62,0.62,0.0
20210123:2311,0.0,0.0,0.0,-8.52,0.97,0.0
20210124:0011,0.0,0.0,0.0,-9.49,1.17,0.0
20210124:0111,0.0,0.0,0.0,-10.55,1.24,0.0
20210124:0211,0.0,0.0,0.0,-11.25,1.31,0.0
20210124:0311,0.0,0.0,0.0,-11.7,1.45,0.0
20210124:0411,0.0,0.0,0.0,-11.83,1.52,0.0
20210124:0511,0.0,0.0,0.0,-12.57,1.66,0.0
20210124:0611,0.0,0.0,0.0,-13.2,1.66,0.0
20210124:0711,0.0,0.0,0.0,-12.08,1.45,0.0
20210124:0811,0.0,0.0,0.0,-12.29,1.66,0.0
